name,location,cuisines,rate,cost,online_order,book_table,cuisine_count
Delight food,Marathahalli,"North Indian, South Indian",3.1,250,Yes,No,2
Subway,Marathahalli,"Healthy Food, Sandwich, Salad",3.6,500,Yes,No,3
Punjab Di Rasoi,Whitefield,North Indian,3.3,400,Yes,No,1
Food Mood,Whitefield,North Indian,3.7,350,Yes,No,1
Punjabi Food Joint,Marathahalli,"North Indian, South Indian",3.4,400,Yes,No,2
Dock Frost'd,Marathahalli,"Beverages, Desserts",4.6,400,Yes,No,2
Tandoori Junction,Marathahalli,"North Indian, Chinese, Biryani",4.0,400,Yes,No,3
Dil Punjabi,Marathahalli,North Indian,2.6,300,Yes,No,1
Mahek of Punjab,Marathahalli,North Indian,2.7,400,Yes,No,1
Punjabi Phulka,Marathahalli,North Indian,2.8,500,Yes,No,1
The Bawarchi,Marathahalli,"Hyderabadi, North Indian, Chinese, Biryani",2.6,700,Yes,No,4
American Bites,Marathahalli,"Pizza, American, Fast Food, Seafood",2.9,600,Yes,No,4
Eat Eroo - Bombay Vada Pav,Marathahalli,Street Food,4.0,150,Yes,No,1
MRA,"Varthur Main Road, Whitefield",Bakery,3.7,200,Yes,No,1
Damodar Seth,Marathahalli,"Bengali, Chinese, North Indian",3.2,600,Yes,No,3
Shanmukha,Marathahalli,"Biryani, Andhra, North Indian, Chinese",3.9,800,Yes,No,4
Spicy Punjabi Pharatha,Marathahalli,"North Indian, Chinese, Biryani",2.9,400,Yes,No,3
Five Star Chicken,Marathahalli,"Fast Food, Burger",3.4,300,Yes,No,2
Ande Ka Funda,Marathahalli,"North Indian, Chinese, Rolls",3.3,250,Yes,No,3
Satakarni,Marathahalli,"Chinese, South Indian, Andhra, North Indian, Biryani",3.1,650,Yes,No,5
Biryani@Bangalore,Marathahalli,"Biryani, Chinese, South Indian",2.9,300,No,No,3
Lassi Corner,Marathahalli,"Beverages, Sandwich",3.3,250,Yes,No,2
Hyderabadi Biryani Hub,Bellandur,"Biryani, North Indian, Chinese",3.2,600,Yes,No,3
Vijayawada Heights,Whitefield,North Indian,3.0,600,Yes,No,1
The Combo House,Whitefield,"Fast Food, North Indian",3.3,500,Yes,No,2
Cake Box,Marathahalli,"Bakery, Desserts",2.9,400,Yes,No,2
Cream Stone,Marathahalli,"Desserts, Ice Cream, Beverages",4.1,500,Yes,No,3
The Good Bowl,Marathahalli,"Italian, North Indian, Biryani",3.7,500,Yes,No,3
The Waffcake Legacy,Marathahalli,"Desserts, Street Food, Sandwich, Beverages",4.0,350,Yes,No,4
Nandhana Palace,Marathahalli,"Andhra, Biryani, North Indian, Chinese",4.2,800,No,Yes,4
Lassi Corner,Marathahalli,"Beverages, Juices, Ice Cream, Fast Food, Sandwich",3.8,200,Yes,No,5
Sweet Truth,"ITPL Main Road, Whitefield","Bakery, Desserts",3.8,500,Yes,No,2
Xtreme Sports Bar,Marathahalli,"Continental, North Indian, Chinese, Lebanese",3.8,1400,No,Yes,4
BOX8- Desi Meals,Brookefield,"North Indian, Mughlai, Fast Food",4.2,500,Yes,No,3
Sizzling Pasto,Marathahalli,"Continental, Chinese, North Indian",4.1,1100,Yes,Yes,3
Kaka Da Dhaba,Marathahalli,North Indian,3.1,400,No,No,1
Kaati Zone,Marathahalli,"Fast Food, Biryani, Rolls",3.3,350,Yes,No,3
Anjappaar,Marathahalli,"Chettinad, South Indian",3.9,650,No,No,2
The Paratha Company,Whitefield,North Indian,4.2,400,Yes,No,1
Enchanted Garden,Whitefield,"North Indian, Continental, Italian, Cafe",4.4,1400,Yes,Yes,4
Imperial Restaurant,Marathahalli,"Biryani, Mughlai, Chinese, Arabian",3.7,700,Yes,No,4
Chatora,Marathahalli,"North Indian, Fast Food, Street Food",3.4,300,Yes,No,3
Me And My Cake,Marathahalli,"Bakery, Desserts",3.5,500,No,No,2
Off D' Hook,Marathahalli,"Continental, Biryani, Pizza, North Indian, Chinese, Momos, Andhra, Kebab",3.7,800,No,Yes,8
The Yummy Box,Marathahalli,"North Indian, Chinese",3.8,200,Yes,No,2
Firangi Bake,Marathahalli,"Mexican, Italian",4.1,600,Yes,No,2
Biryani Pot,Marathahalli,Biryani,3.2,500,No,No,1
The Dhaba,Marathahalli,North Indian,2.7,900,No,Yes,1
Warm Oven,Brookefield,"Bakery, Desserts",3.4,500,Yes,No,2
Meghana Foods Grand,Marathahalli,"Biryani, Andhra, North Indian, Seafood",4.2,600,Yes,No,4
Foodism,Marathahalli,"North Indian, Chinese",4.1,300,Yes,No,2
FreshMenu,East Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",2.8,450,Yes,No,8
HOMMS,Marathahalli,"Momos, Chinese, Fast Food",4.5,300,Yes,No,3
Chakh Le India,Marathahalli,"North Indian, Chinese, Rolls",3.1,300,Yes,No,3
Juice Berg,Brookefield,"Beverages, Fast Food",3.8,300,Yes,No,2
Burger Bite House,Kaggadasapura,"Burger, Fast Food, Desserts",2.6,400,Yes,No,3
Kolkata Biriyani,Marathahalli,"Biryani, Bengali",3.9,300,No,No,2
Bhagini,Marathahalli,"Andhra, South Indian, Chinese, North Indian",2.0,800,No,No,4
Cauvery Hyderabadi Biriyani,Marathahalli,"North Indian, Chinese",3.8,600,No,No,2
Amanthrana Gardenia,Brookefield,"North Indian, Andhra, BBQ, Seafood, Chinese",3.9,800,Yes,No,5
M.M.A. Kabab's & Biriyani Center,Brookefield,"Arabian, Mughlai, Chinese, Kebab, Fast Food",3.3,400,Yes,No,5
Biryani & Kabab Corner,Marathahalli,"North Indian, Chinese, Biryani, Andhra",3.7,450,No,No,4
Samosa Singh,Marathahalli,"Street Food, Fast Food, Rolls, Desserts",4.0,200,Yes,No,4
The Early bell,Whitefield,"North Indian, Chinese",3.9,300,Yes,No,2
Bhagini Kitchen And Bar,Marathahalli,"Andhra, South Indian, Chinese, North Indian",3.8,1100,No,No,4
Maria Taste Circle,Marathahalli,"South Indian, North Indian, Kerala, Seafood",3.9,450,Yes,No,4
Sher-E-Punjab,Marathahalli,"North Indian, Chinese",3.4,400,Yes,No,2
Punjabi Tasty Khana,Brookefield,"North Indian, Chinese, Biryani",3.1,450,Yes,No,3
Maa Bhook Lagi,Whitefield,North Indian,3.9,400,Yes,No,1
Frozen Bite,Kaggadasapura,Beverages,3.3,250,Yes,No,1
A2B - Adyar Ananda Bhavan,"Varthur Main Road, Whitefield","South Indian, North Indian, Chinese, Street Food",3.8,200,Yes,No,4
Palos,Marathahalli,"Chinese, North Indian",3.3,300,Yes,No,2
B'Town Cafe & Restaurant,Marathahalli,"Arabian, Continental",3.5,350,No,No,2
Ashirvad Veg,Marathahalli,South Indian,3.4,300,No,No,1
Chatpatlal Sweets & Snacks,Marathahalli,"Street Food, Mithai, North Indian, Beverages, Desserts",4.2,200,Yes,No,5
Night Panda,Marathahalli,"Fast Food, North Indian, Chinese",3.4,500,No,No,3
Indian Paratha Company,Marathahalli,North Indian,3.5,500,No,No,1
Kanti's,Marathahalli,"Mithai, Street Food",3.8,300,No,No,2
Sai Foods,Marathahalli,North Indian,4.1,200,No,No,1
Royal Biriyani House,Kaggadasapura,"Hyderabadi, Biryani, North Indian, Chinese",4.0,700,Yes,No,4
Food Theory,Marathahalli,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",2.8,500,No,No,6
Fujian Express,"Varthur Main Road, Whitefield","Chinese, Thai",3.8,200,Yes,No,2
Hotel Crossroads,Marathahalli,"Andhra, Biryani",3.6,650,No,No,2
California Burrito,Marathahalli,"Mexican, Fast Food",3.8,400,No,No,2
Le Gateau - The Cake Shop,Old Airport Road,"Desserts, Bakery",4.4,600,Yes,No,2
Late Night,Marathahalli,"North Indian, Chinese",3.0,500,No,No,2
Cakes Wagon,Marathahalli,"Desserts, Bakery",3.4,300,Yes,No,2
Corner House Ice Cream,Marathahalli,"Ice Cream, Desserts",4.5,400,Yes,No,2
Aditya Sweets,Whitefield,"Mithai, Fast Food",3.7,200,Yes,No,2
Shahi Grill,Marathahalli,"North Indian, Chinese",3.4,400,No,No,2
Facebake,Marathahalli,"Desserts, Bakery",4.0,300,No,No,2
Stonelicious,Marathahalli,"Desserts, Ice Cream",4.1,300,Yes,No,2
Indiana Burgers,Brookefield,Burger,3.1,300,Yes,No,1
Cold Stone Creamery,Whitefield,"Ice Cream, Desserts",4.3,400,Yes,No,2
1TO3 Kitchen,Marathahalli,"North Indian, Chinese, Continental, Italian, South Indian",3.1,800,No,No,5
La Mirch,Marathahalli,"North Indian, Kashmiri",3.2,400,No,No,2
Eat Well,Marathahalli,"North Indian, Chinese",3.0,400,Yes,No,2
Owl's Kitchen,Marathahalli,"North Indian, Chinese",2.6,500,No,No,2
Punjab Da Zaika,Marathahalli,North Indian,3.8,450,No,No,1
The Eatery Cafe & Restaurant,Marathahalli,Fast Food,3.8,800,No,No,1
Indulge Cupcakes,Marathahalli,"Bakery, Desserts",3.8,500,No,No,2
Odia By Nature,Marathahalli,Oriya,3.7,500,No,No,1
Mojo Pizza - 2X Toppings,Marathahalli,Pizza,4.2,600,Yes,No,1
Malabar Tasty Restaurant,Marathahalli,"Kerala, North Indian, Chinese, South Indian",3.0,450,No,No,4
Oye Amritsar,Marathahalli,North Indian,3.7,600,No,No,1
Sree Lakshmi Venkateshwara Andhra Mess,Marathahalli,"Andhra, South Indian",3.5,400,No,No,2
Orchard Fresh,Marathahalli,"Ice Cream, Desserts",3.4,400,No,No,2
Mast Biryani - Night Express,East Bangalore,"North Indian, Biryani, Fast Food",3.5,500,No,No,3
Utopia,Marathahalli,"North Indian, Chinese",2.8,550,No,No,2
Ovenstory Pizza,Marathahalli,Pizza,4.1,800,Yes,No,1
TBC - The Breakfast Company,Marathahalli,"Bihari, North Indian, South Indian",3.8,150,Yes,No,3
Hungry Birds,Marathahalli,"North Indian, Biryani, Chinese",3.0,500,Yes,No,3
"Vishal Sweets, Snacks & Breakfast",Marathahalli,"Mithai, Street Food",3.6,250,No,No,2
Andhra Vantillu,Marathahalli,"South Indian, North Indian",3.3,350,No,No,2
Mayuri Multicuisine Restaurant,Marathahalli,North Indian,3.6,500,No,No,1
New Madhuram,Marathahalli,"Andhra, Biryani",3.4,250,No,No,2
McDonald's,Marathahalli,"Fast Food, Burger, Beverages, Cafe, Desserts",3.3,500,Yes,No,5
Office Lunch Box,Whitefield,"Andhra, North Indian",3.6,200,Yes,No,2
Sweet Chariot,Marathahalli,"Bakery, Fast Food",2.8,500,No,No,2
Indian Chaps House,Marathahalli,North Indian,3.7,400,No,No,1
Delice - Novotel,Marathahalli,"Desserts, Bakery",3.8,800,No,No,2
Amchoor,Marathahalli,"North Indian, Beverages",3.8,250,Yes,No,2
Palar Restaurant,Marathahalli,"Andhra, North Indian",3.7,700,No,No,2
Wok With Chung,Marathahalli,"Chinese, Thai",3.8,1000,No,No,2
Mandya Umesh Nati Style Hotel,Marathahalli,South Indian,3.4,350,No,No,1
Biryani Lakhnawi,Marathahalli,"Lucknowi, Biryani",3.6,500,No,No,2
Bengaluru Square,Marathahalli,"Chinese, Beverages, Andhra",3.5,300,No,No,3
Kerala Kitchen,Marathahalli,"Kerala, North Indian, Chinese, Kebab",3.4,550,No,No,4
Waffle Square,Marathahalli,"Desserts, Beverages, Ice Cream",3.9,300,Yes,No,3
Sree Saravana Bhavan,Marathahalli,South Indian,3.2,400,No,No,1
Ammi's Biryani,Marathahalli,"Biryani, North Indian",2.1,500,No,No,2
Prajwal The Restaurant,Marathahalli,"North Indian, Chinese, Beverages",3.5,300,Yes,No,3
Rayan's Biryani,Marathahalli,"Andhra, Biryani, Beverages, Kebab",3.6,450,No,No,4
Flavours24,Marathahalli,"Desserts, Ice Cream",3.3,250,No,No,2
MK Dabbawala,Marathahalli,North Indian,3.2,400,No,No,1
Aaha Andhra,Marathahalli,"Andhra, Biryani, North Indian",3.4,900,No,No,3
Chatpata Chaat Station,Marathahalli,"North Indian, Street Food, Chinese",3.5,500,No,No,3
Apple Cafe,Marathahalli,"Beverages, Fast Food",3.3,300,No,No,2
Just Bake,Marathahalli,Bakery,3.7,400,No,No,1
Uma's Home Food,Marathahalli,Healthy Food,3.6,300,No,No,1
Kichukkhon,Marathahalli,"Bengali, Oriya",2.9,250,No,No,2
Home Food Punjabi Dhabha,Marathahalli,"North Indian, Chinese",3.1,350,No,No,2
Laziz,Marathahalli,"North Indian, Chinese",3.9,300,No,No,2
Andhra Box,Marathahalli,"Andhra, Biryani, Chinese",3.2,400,No,No,3
New Aroma,Marathahalli,Chinese,3.3,250,No,No,1
Lord of Combos,Marathahalli,North Indian,3.3,500,No,No,1
Tintin Da Dhaba,Marathahalli,North Indian,3.4,500,No,No,1
Balaji Abhiruchi Multicuisine Restaurant,Marathahalli,"South Indian, North Indian, Chinese",3.4,550,No,No,3
Patiala Zone,Marathahalli,"North Indian, Mughlai",3.1,400,No,No,2
Kerala Mess,Marathahalli,"Kerala, Chinese, South Indian",3.2,300,No,No,3
Rajwadi,Brookefield,"North Indian, Street Food",3.6,500,No,No,2
Baba Bhature,Marathahalli,North Indian,3.7,200,Yes,No,1
Hello Curry,Marathahalli,"North Indian, Biryani, Mughlai",2.8,600,No,No,3
RICE BAR,Marathahalli,"North Indian, Biryani",3.0,500,No,No,2
Spice Affair,Marathahalli,"North Indian, Chinese",3.6,600,No,No,2
Deccan Spice,Marathahalli,"Andhra, North Indian",3.4,600,No,No,2
Punjabi Tadka,Marathahalli,"North Indian, Chinese",2.3,400,No,No,2
Rawalpindi Express,Marathahalli,North Indian,3.4,300,No,No,1
Sweet Alley,Marathahalli,Desserts,3.4,400,No,No,1
Rolls On Wheels,Marathahalli,"Fast Food, Rolls, Momos",3.5,300,No,No,3
Eat Eroo - Bombay Vada Pav,Marathahalli,"Street Food, Maharashtrian",3.4,200,No,No,2
Indian Highway Restaurant,Marathahalli,"North Indian, Chinese, Fast Food",3.2,400,No,No,3
Mandya Naati Style Hotel,Marathahalli,South Indian,3.3,300,No,No,1
Pakwan Family Restaurant,Marathahalli,"North Indian, Chinese",3.4,400,No,No,2
BBxR,Marathahalli,"Biryani, Kebab",3.5,400,No,No,2
Sultan's Biryani,Marathahalli,"Biryani, North Indian",3.0,700,No,No,2
Sri Krishnar Sweets,Marathahalli,"Street Food, Mithai",3.3,150,No,No,2
BBQ King,Marathahalli,"Fast Food, Chinese, Burger, Hot dogs",3.4,400,No,No,4
Desi Vibes,Marathahalli,North Indian,2.9,300,No,No,1
Vishwaas Take Away,Marathahalli,"North Indian, Chinese",3.2,250,No,No,2
Godhavari,Marathahalli,"Seafood, Andhra",3.3,1000,No,No,2
Ambur Hot Dum Biryani,Marathahalli,"Biryani, Chinese",3.4,300,No,No,2
Chattorey - The Family Restaurant,Marathahalli,"North Indian, Chinese, South Indian, Rolls",3.4,400,No,No,4
Kriti Dugar,Marathahalli,Desserts,3.4,200,No,No,1
Faasos,Marathahalli,"North Indian, Biryani, Fast Food",3.9,500,Yes,No,3
Dunkin' Donuts,Brookefield,"Desserts, Cafe, Beverages, Burger, Fast Food",4.0,550,Yes,No,5
Al-Bek,"Varthur Main Road, Whitefield","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",3.7,300,Yes,No,6
Ganesh Bhavan,Brookefield,South Indian,4.0,200,Yes,No,1
Abhiruchi Andhra Mess,Whitefield,"Andhra, Biryani, South Indian",3.2,300,Yes,No,3
Hongkong Garden,Kaggadasapura,"Chinese, Thai, Seafood, Momos",3.9,500,Yes,No,4
Punjabi Twist,Marathahalli,North Indian,4.2,300,Yes,No,1
Happy Kitchen,Marathahalli,"North Indian, Chinese",3.8,350,No,No,2
Sidewalk - The Garden Bar,Marathahalli,"North Indian, Continental, Chinese, Thai",4.4,1300,Yes,Yes,4
Chaat Street,"Varthur Main Road, Whitefield","Street Food, North Indian",4.1,250,Yes,No,2
KFC,Marathahalli,"Burger, Fast Food",3.9,450,Yes,No,2
Beijing Bites,"Varthur Main Road, Whitefield","Chinese, Thai, Momos",3.4,400,Yes,No,3
Radha Rani,Brookefield,"Bengali, North Indian, Chinese",3.4,400,Yes,No,3
Chickpet Donne Biryani House,Marathahalli,"Biryani, South Indian, Fast Food",3.7,600,Yes,No,3
WOW MOMO,Marathahalli,"Tibetan, Momos",3.4,300,No,No,2
Biryani Mane,Marathahalli,"North Indian, Biryani",3.6,600,Yes,No,2
Noibidya,Marathahalli,"North Indian, Bengali",3.5,400,No,No,2
Nizam's Biryani House,Marathahalli,"North Indian, Biryani",3.9,1000,Yes,No,2
Cake Menu,Marathahalli,Bakery,3.5,400,Yes,No,1
Bombay Kulfi,Marathahalli,"Desserts, Ice Cream",3.8,150,Yes,No,2
Le Charcoal,Brookefield,"Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",4.1,600,Yes,Yes,6
Galito's,Whitefield,"African, Burger",4.6,1000,Yes,Yes,2
Delhi Walle,Marathahalli,"North Indian, Street Food",3.9,300,Yes,No,2
Lassi Corner,Marathahalli,"Beverages, Desserts",3.7,300,Yes,No,2
Basmati Bar & Restaurant,Marathahalli,"Biryani, Andhra, North Indian, Chinese",3.8,800,Yes,Yes,4
Davanagere Benne Dosa Hotel,Kaggadasapura,South Indian,3.1,150,Yes,No,1
Crunch Pizzas,Marathahalli,"Italian, Pizza",2.8,600,No,No,2
Nandighosha,Marathahalli,"Bengali, Seafood, Oriya, North Indian, Biryani",3.6,400,Yes,No,5
Coastal Hub,Whitefield,"Kerala, Seafood, Chinese",4.0,700,Yes,Yes,3
Raj Donne Biriyani,Marathahalli,"South Indian, Biryani",3.5,450,Yes,No,2
Suryawanshi,Whitefield,"Maharashtrian, Seafood",4.1,700,Yes,No,2
9D Foods,Marathahalli,"North Indian, Street Food",4.1,400,Yes,No,2
Estaa Sweets,Whitefield,Mithai,3.4,300,Yes,No,1
The Fat Chef,Whitefield,"Japanese, Italian, American, Asian, North Indian, Steak",4.1,1400,Yes,Yes,6
Bloomsbury's Global Kitchen & Bakehouse,Whitefield,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",4.5,900,Yes,Yes,8
The Egg Factory,Whitefield,"Continental, American",4.0,750,Yes,No,2
AKS Family Dhaba And Restaurant,Marathahalli,"North Indian, Mughlai, South Indian",3.6,500,Yes,No,3
Bahar Cafe,Marathahalli,"Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian",4.0,750,Yes,Yes,6
Kabab Souq,Thippasandra,"North Indian, Chinese, Arabian, BBQ, Middle Eastern",3.8,400,Yes,No,5
Sri Udupi Park,Marathahalli,"South Indian, North Indian, Chinese, Beverages",3.7,500,Yes,No,4
Mani's Dum Biryani,Marathahalli,"Biryani, Andhra",4.0,750,Yes,No,2
Namma Madurai,Kaggadasapura,South Indian,3.0,200,Yes,No,1
Rayalaseema Chefs,Marathahalli,"North Indian, Biryani, Andhra, Chinese",3.9,800,Yes,Yes,4
Biryani Paradise,Whitefield,"Andhra, Biryani",3.8,700,Yes,No,2
Makers of Milkshakes,Marathahalli,Beverages,4.0,300,Yes,No,1
Bangaliana,Marathahalli,Bengali,3.6,600,Yes,No,1
Litti House,Brookefield,"North Indian, Bihari, Rajasthani",3.9,300,Yes,No,3
Kalla's Restaurant,Marathahalli,"North Indian, Juices",3.6,200,Yes,No,2
Sherlock's Pub,Brookefield,"Continental, North Indian, Chinese",3.2,1500,Yes,Yes,3
Float,Marathahalli,"North Indian, Japanese",4.4,1500,Yes,Yes,2
Leon Grill,Marathahalli,"Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",4.1,450,Yes,No,6
Koylas,Brookefield,"Kebab, Mughlai, Biryani",3.0,400,Yes,No,3
Lassi Shop,Marathahalli,"Beverages, Ice Cream",3.7,200,Yes,No,2
Chefactory Gold by Flechazo,Whitefield,"North Indian, Biryani",3.7,700,Yes,No,2
R R Noodles Express,Marathahalli,Chinese,3.6,300,Yes,No,1
Biryani Feast,Marathahalli,"Biryani, North Indian, Chinese",2.9,600,Yes,No,3
Chulha Chauki Da Dhaba,Marathahalli,North Indian,4.1,1000,Yes,No,1
Amaravati - Pure Veg Restaurant,Kaggadasapura,"South Indian, North Indian, Chinese",3.5,350,Yes,No,3
eat.fit,Whitefield,"Healthy Food, North Indian, Biryani, Continental, Desserts",4.4,500,Yes,No,5
UBQ By Barbeque Nation,Marathahalli,"North Indian, BBQ, Biryani, Kebab",3.2,450,Yes,No,4
Sukhi Bhava,Marathahalli,"Andhra, Chinese, Biryani",3.6,300,Yes,No,3
Grill Hut,Kaggadasapura,"Fast Food, Rolls",3.6,350,Yes,No,2
Akshara,Marathahalli,"South Indian, Kerala, Andhra",4.0,1000,Yes,No,3
Sri Rajalakshmi Sweets,Marathahalli,"Mithai, Street Food",3.7,300,Yes,No,2
Just Shawarma,Brookefield,Arabian,3.8,300,Yes,No,1
BIB-Breakfast in the Box,Whitefield,"American, Sandwich",3.8,600,Yes,No,2
Nagas,"Varthur Main Road, Whitefield","Andhra, Hyderabadi, North Indian",2.9,300,Yes,No,3
Deli Chats and Sweets,Marathahalli,"Street Food, Mithai",4.1,200,Yes,No,2
Estaa Sweets,Marathahalli,"Mithai, Desserts",3.3,300,Yes,No,2
nu.tree,Whitefield,"North Indian, Healthy Food, Beverages",4.3,400,Yes,No,3
Hyderabad Chefs,Marathahalli,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",4.0,800,Yes,No,5
Lion King,Kaggadasapura,"Chinese, Momos",3.8,250,Yes,No,2
Absolute Shawarma,Marathahalli,Lebanese,3.8,150,Yes,No,1
Barkaas,Marathahalli,"Arabian, Biryani, Desserts, Beverages, Salad",4.2,1000,Yes,Yes,5
Simhapuri Kitchen,Brookefield,"Andhra, Biryani, Chinese, South Indian",4.0,800,Yes,Yes,4
Palak Ande Ka Funda,Brookefield,North Indian,3.2,300,Yes,No,1
Odisha Platter,Marathahalli,Oriya,3.8,350,Yes,No,1
Desi Bites,Marathahalli,North Indian,3.9,250,Yes,No,1
@ Biryani Central,Marathahalli,"Biryani, Mughlai, Chinese",2.7,550,Yes,No,3
Tiffin Inn's,Marathahalli,South Indian,3.7,250,Yes,No,1
Biriyani Zone,Whitefield,"Biryani, North Indian, Chinese, Seafood",3.9,800,Yes,No,4
Park N Eat,Marathahalli,"Chinese, North Indian",3.7,300,Yes,No,2
Cake Dilim,Kaggadasapura,"Bakery, Fast Food, Desserts",3.3,400,Yes,No,3
Longlive Pizza,Kaggadasapura,"Pizza, Fast Food",3.2,400,Yes,No,2
Cream Factory,Kaggadasapura,Desserts,3.9,400,Yes,No,1
Kritunga Restaurant,Whitefield,"Andhra, Biryani, North Indian, Chinese",3.7,650,Yes,No,4
Kerala Restaurant,Whitefield,"Kerala, Biryani",3.4,450,Yes,No,2
Real Fresh Dosa Corner,Brookefield,South Indian,4.2,200,Yes,No,1
Tall Blonde French,Brookefield,Fast Food,3.6,400,Yes,No,1
Lashiwalla,Marathahalli,"Beverages, Juices",2.8,100,Yes,No,2
Momo Mania,Brookefield,"Momos, Fast Food",3.8,300,Yes,No,2
Gowri Gajanand Sweets,Brookefield,"Mithai, Street Food",4.0,300,Yes,No,2
Sri Sai Bhavan,Brookefield,South Indian,3.6,300,Yes,No,1
Shake It Off,Brookefield,"Beverages, Fast Food",4.0,600,Yes,No,2
Madhu's Tandoori Kitchen,Marathahalli,"North Indian, Chinese, Biryani",3.0,350,No,No,3
New Tandoori Point,Marathahalli,"North Indian, Chinese",2.4,600,No,No,2
East Delicious,Marathahalli,"Chinese, Thai",4.0,600,Yes,No,2
Rolls Plaza,Marathahalli,"Fast Food, Chinese, Rolls",3.7,200,Yes,No,3
Mirchi Bites- Spice Heaven,Marathahalli,"Hyderabadi, Biryani",2.7,650,Yes,No,2
Habib Shaheb Kolkatta Katti Rolls,Whitefield,"Rolls, Chinese",3.3,200,Yes,No,2
The Belgian Waffle Company,Brookefield,Desserts,4.0,250,Yes,No,1
Artinci Artisanal Ice Cream,Marathahalli,"Desserts, Ice Cream",4.2,300,Yes,No,2
Dhaba Estd 1986 Delhi,Marathahalli,"BBQ, Mughlai, Biryani",4.3,1100,Yes,Yes,3
Suchithra Biryani House,Marathahalli,"Andhra, Biryani, North Indian",4.0,500,No,No,3
Andhra Mess,Brookefield,"Andhra, Biryani, Chinese",2.8,400,Yes,No,3
Waffle Stories,Marathahalli,Desserts,3.6,300,Yes,No,1
Sea Pot,Marathahalli,"Seafood, North Indian",3.5,800,Yes,No,2
Hind Ka Chulah,Marathahalli,"North Indian, Biryani",3.7,600,Yes,No,2
Ghar Ki Rasoi,Bellandur,North Indian,3.7,500,Yes,No,1
Ramdev Sagar,Brookefield,"South Indian, Chinese, Street Food",3.9,250,Yes,No,3
Kesar Sweet Shop and Fast Food,Brookefield,"North Indian, South Indian, Chinese, Street Food, Mithai",4.1,500,No,No,5
Night Diaries,Whitefield,North Indian,3.1,300,No,No,1
Salem Kitchen,Brookefield,"Chettinad, Chinese, South Indian",3.4,550,No,No,3
Hotel Salala,Brookefield,"North Indian, South Indian, Chinese, Biryani",3.6,400,Yes,No,4
Kitchen Of Joy,Kaggadasapura,"Bengali, North Indian, Chinese, Rolls",3.8,500,No,No,4
Angel Mess,Kaggadasapura,South Indian,3.5,200,No,No,1
Chai Darbaar,Thippasandra,"South Indian, Chinese, Kerala",3.8,250,No,No,3
Dodda Mane Donne Biryani,Brookefield,"North Indian, Mughlai, Chinese",3.2,400,Yes,Yes,3
Treat Kitchen,Thippasandra,"North Indian, Chinese, Seafood",3.8,400,Yes,No,3
Mou Tushi Family Restaurant,Brookefield,"North Indian, Chinese",3.7,300,No,No,2
Hotel Malabar,Kaggadasapura,Kerala,3.8,250,No,No,1
Karma Foods,Brookefield,"North Indian, Chinese",3.2,250,No,No,2
Udupi Delux,Brookefield,"South Indian, North Indian, Chinese",2.6,400,No,No,3
Rekha Restaurant,Brookefield,"North Indian, Chinese",3.6,450,No,No,2
Agraharam Meal,Kaggadasapura,"North Indian, South Indian",3.7,300,No,No,2
Desi Foodizzz,Brookefield,"North Indian, Chinese",3.7,600,No,No,2
Sri Udupi Park,Brookefield,"South Indian, North Indian, Chinese",3.4,300,No,No,3
Midas Touch,Brookefield,"Bakery, Fast Food, Desserts",3.2,300,No,No,3
Mandya Gowdru Hotel,Brookefield,South Indian,3.3,200,No,No,1
Venice Kerala Restaurant,Brookefield,Kerala,3.7,200,No,No,1
Skandas Veg Restaurant,Brookefield,"South Indian, North Indian",3.2,400,No,No,2
Hyderabad Cuisine,"Varthur Main Road, Whitefield","Seafood, Biryani, Hyderabadi, North Indian",2.8,650,No,No,4
Red Chilli,Brookefield,"Chinese, Thai",3.0,600,No,No,2
Om Sweets & Fast Food,Brookefield,"North Indian, Chinese, Mithai",3.4,200,No,No,3
Mast Kalandar,Brookefield,North Indian,2.4,450,No,No,1
New Ambur Hot Dum Biryani,Brookefield,Biryani,3.1,300,No,No,1
Chatpata,Brookefield,Street Food,3.2,500,No,No,1
Andhra Spices,Brookefield,"Andhra, Chinese, South Indian",3.2,400,No,No,3
Wish Pot,Whitefield,"North Indian, Continental",3.4,300,No,No,2
CocoFresh,Brookefield,Beverages,3.3,300,No,No,1
SugarLove,Kaggadasapura,Desserts,3.5,1000,No,No,1
Bon Baker,Whitefield,Desserts,3.7,1000,No,No,1
The Bengal Rasoi,Kaggadasapura,Bengali,3.2,350,No,No,1
North Wale Restaurant,Brookefield,"North Indian, Chinese",2.9,800,No,No,2
Nandini Deluxe,Brookefield,"North Indian, Chinese",2.8,600,No,No,2
Shri Vishnu Grand,Marathahalli,"North Indian, South Indian, Chinese",3.1,450,Yes,No,3
Sardar Ka Chullah,Marathahalli,North Indian,3.3,400,No,No,1
Dakshin Spice,Marathahalli,"South Indian, North Indian, Chinese, Biryani",3.8,800,Yes,Yes,4
